requirement_id,legacy_source,ilaten_requirement,current_ilaios_canonical_equivalent,repository_implementation_evidence,status
ILATEN-00065,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:421,"Security protects the confidentiality, integrity, availability, and authorized use of enterprise resources. It must exist across the complete product lifecycle and task lifecycle, including design, development, deployment, access, execution, validation, monitoring, recovery, and retirement. Security controls shall be proportional to risk while preserving mandatory protections that cannot be waived for convenience.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-00066,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:425,"Organizations must retain effective authority over what ILATEN may do, under which conditions, within which boundaries, and on whose approval. Control includes policy, capability, risk classification, approval, interruption, revocation, timeout, recovery, and final acceptance. Increased intelligence or automation shall never eliminate the organization’s ability to constrain or stop consequential activity.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-00067,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:429,"Material decisions and actions must produce sufficient evidence to support verification, accountability, audit, investigation, and learning. Evidence shall be attributable, relevant, integrity-protected, and accessible to authorized reviewers. The evidentiary model must connect requests, decisions, approvals, execution events, validation results, artifacts, exceptions, and final outcomes without relying on informal reconstruction.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-00068,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:433,"ILATEN must be suitable for governed use in real organizations. Enterprise Readiness includes identity integration, tenant and data boundaries, policy administration, reliability, resilience, observability, supportability, change control, documentation, compliance operations, and accountable ownership. Product maturity shall be evaluated against operational obligations, not demonstration quality alone.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-00069,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:437,"The product must scale across workloads, teams, business units, customers, policies, evidence volumes, deployment environments, and organizational complexity without fragmenting the trust model. Scalability includes technical capacity, operational manageability, governance consistency, and economic sustainability. Scale shall not be achieved by weakening isolation, reducing evidence, bypassing review, or obscuring responsibility.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-00070,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:441,"Product Principles convert the Product Foundations into binding product decisions. They define permanent requirements that govern product strategy, architecture, engineering, security, operations, and acceptance.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-00071,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:445,"Every material AI-assisted action must be evaluated under an applicable policy before execution. Absence of policy does not imply permission. The organization defines the authority, conditions, resources, risk limits, approvals, and acceptance requirements associated with each class of action. Policy enforcement is a core product capability rather than an optional external safeguard.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-00072,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:449,"Evidence is required for every material task and control decision. A task cannot be considered complete when its outcome cannot be traced to authorized inputs, governed execution, and verified results. Evidence requirements may vary according to risk and data classification, but they shall never be reduced to unsupported assertions of success.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-00073,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:453,"Material activity must be recorded with sufficient context to support authorized review. Auditability includes the ability to determine who or what initiated an action, which controls applied, what was approved, what occurred, what changed, which validations ran, and how the task concluded. Audit records must remain protected against unauthorized modification and governed by defined access and retention rules.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-00074,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:457,"Intelligence models are interchangeable implementation components, not sources of architectural authority. Core governance, security, execution, validation, evidence, and audit behavior must remain independent of any single model or provider wherever practicable. Replacement must be possible through defined interfaces, controlled evaluation, and compatibility requirements without redesigning the Trust Core.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-00075,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:461,"When convenience conflicts with a material security requirement, security prevails. Product design should minimize unnecessary friction, but it shall not remove meaningful controls merely to accelerate adoption or simplify operation. Exceptions require explicit risk ownership, documented scope, compensating controls, expiration where appropriate, and formal authorization.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-00076,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:465,"ILATEN prioritizes predictable, testable, policy-bound behavior over unrestricted autonomy. Reasoning may remain probabilistic, but authorization, capability boundaries, required approvals, validation gates, evidence obligations, and acceptance decisions shall be deterministic wherever practicable. Greater autonomy may be introduced only inside explicit limits and must remain observable, revocable, and accountable.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-00077,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:469,"Design Principles govern how the Product Foundations and Product Principles shall be expressed across architecture, user experience, security, data, operations, and future capabilities.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-00078,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:473,"Default configurations and normal workflows must select the safer permissible behavior. Access begins denied or minimally scoped, sensitive operations require explicit authorization, and protective controls are active without depending on optional user action. Unsafe expansion must be deliberate, visible, and governed.",NONE,NONE,MISSING_DOCUMENTATION
